"","age","sex","born","educ","income","cohort","income16","granborn","income16_cat","income_cat"
"3031",60,"Male","Yes",14,12,1961,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3032",NA,"Male","Yes",16,12,9999,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"3033",67,"Male","Yes",12,NA,1954,NA,NA,NA,NA
"3034",80,"Male","Yes",16,12,1941,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"3035",58,"Male","Yes",14,12,1963,15,NA,"$25,000 TO $29,999","$25,000 OR MORE"
"3036",23,"Female","No",15,12,1998,18,"Two","$40,000 TO $49,999","$25,000 OR MORE"
"3037",68,"Female","Yes",12,8,1953,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"3038",41,"Female","Yes",15,12,1980,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"3039",36,"Female","Yes",12,7,1985,7,"Three","$7,000 TO $7,999","$7,000 TO $7,999"
"3040",29,"Female","Yes",18,12,1992,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3041",56,"Female","Yes",16,12,1965,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3042",21,"Male","Yes",12,12,2000,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3043",68,"Male","No",12,11,1953,13,"Two","$20,000 TO $22,499","$20,000 TO $24,999"
"3044",68,"Male","Yes",17,12,1953,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3045",36,"Male","No",16,12,1985,20,NA,"$60,000 TO $74,999","$25,000 OR MORE"
"3046",35,"Male","Yes",20,13,1986,26,"One","$170,000 OR OVER",NA
"3047",59,"Male","Yes",16,12,1962,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3048",81,"Female","Yes",NA,NA,1940,NA,NA,NA,NA
"3049",60,"Male","Yes",19,12,1961,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3050",NA,"Male","Yes",20,NA,9999,NA,"Four",NA,NA
"3051",40,"Female","Yes",17,1,1981,20,"Four","$60,000 TO $74,999","$1,000 AND UNDER"
"3052",53,"Female","Yes",10,3,1968,3,"None","$3,000 TO $3,999","$3,000 TO $3,999"
"3053",NA,"Female","Yes",15,2,9999,2,NA,"$1,000 TO $2,999","$1,000 TO $2,999"
"3054",25,"Male","Yes",16,12,1996,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3055",67,"Male","Yes",11,12,1954,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3056",69,"Female","Yes",19,13,1952,26,"Two","$170,000 OR OVER",NA
"3057",57,"Male","Yes",15,9,1964,9,"Three","$10,000 TO $12,499","$10,000 TO $14,999"
"3058",NA,"Female","No",18,12,9999,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"3059",38,"Male","Yes",16,12,1983,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"3060",39,"Male","Yes",18,12,1982,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3061",42,"Female","Yes",15,12,1979,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"3062",85,"Female","Yes",15,12,1936,16,"Two","$30,000 TO $34,999","$25,000 OR MORE"
"3063",72,"Female","Yes",16,12,1949,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3064",59,"Female","Yes",14,11,1962,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"3065",83,"Female","Yes",14,12,1938,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3066",62,"Male","Yes",12,12,1959,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"3067",65,"Male","Yes",12,12,1956,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3068",73,"Female","Yes",18,12,1948,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3069",67,"Male","Yes",12,9,1954,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"3070",76,"Male","Yes",12,12,1945,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"3071",33,"Female","No",14,12,1988,17,"Four","$35,000 TO $39,999","$25,000 OR MORE"
"3072",30,"Male","Yes",10,11,1991,14,"Four","$22,500 TO $24,999","$20,000 TO $24,999"
"3073",73,"Female","Yes",12,12,1948,17,"Three","$35,000 TO $39,999","$25,000 OR MORE"
"3074",63,"Male","Yes",16,NA,1958,NA,"None",NA,NA
"3075",49,"Female","Yes",16,12,1972,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3076",22,"Female","Yes",14,9,1999,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3077",NA,NA,"Yes",18,NA,9999,NA,"None",NA,NA
"3078",50,"Female","Yes",15,12,1971,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3079",57,"Male","Yes",20,12,1964,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"3080",74,"Male","Yes",12,10,1947,12,NA,"$17,500 TO $19,999","$15,000 TO $19,999"
"3081",61,"Female","Yes",14,12,1960,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3082",32,"Male","Yes",17,12,1989,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3083",31,"Male","No",15,12,1990,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3084",56,"Male","Yes",16,12,1965,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3085",53,"Female","Yes",16,12,1968,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3086",65,"Female","Yes",12,12,1956,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3087",34,"Male","Yes",13,12,1987,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3088",37,"Male","Yes",12,NA,1984,NA,"None",NA,NA
"3089",43,"Male","Yes",17,12,1978,22,NA,"$90,000 TO $109,999","$25,000 OR MORE"
"3090",NA,"Female","Yes",13,12,9999,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3091",61,"Female","Yes",12,12,1960,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3092",37,"Female","Yes",16,12,1984,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3093",58,"Female","Yes",20,12,1963,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3094",29,"Female","Yes",18,12,1992,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3095",33,"Male","Yes",15,12,1988,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3096",73,"Male","Yes",18,13,1948,26,"Two","$170,000 OR OVER",NA
"3097",71,"Female","Yes",16,9,1950,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"3098",45,"Male","Yes",12,12,1976,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3099",38,"Female","Yes",20,12,1983,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3100",63,"Male","Yes",12,11,1958,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"3101",24,"Female","No",17,9,1997,10,"Four","$12,500 TO $14,999","$10,000 TO $14,999"
"3102",41,"Female","Yes",10,12,1980,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3103",75,"Male","Yes",18,12,1946,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3104",36,"Female","Yes",14,12,1985,16,"Three","$30,000 TO $34,999","$25,000 OR MORE"
"3105",61,"Female","Yes",13,8,1960,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"3106",81,"Female","No",10,11,1940,13,NA,"$20,000 TO $22,499","$20,000 TO $24,999"
"3107",38,"Transgender","Yes",17,12,1983,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3108",40,"Male","No",12,12,1981,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"3109",70,"Female","Yes",17,13,1951,27,"Two",NA,NA
"3110",62,"Female","Yes",19,12,1959,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3111",44,"Female","No",16,12,1977,24,"Four","$130,000 TO $149,999","$25,000 OR MORE"
"3112",67,"Female","Yes",13,12,1954,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3113",23,"Male","Yes",12,NA,1998,NA,"Four",NA,NA
"3114",63,"Male","Yes",13,12,1958,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3115",50,"Female","Yes",15,12,1971,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3116",69,"Male","Yes",13,12,1952,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3117",50,"Female","Yes",13,11,1971,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"3118",38,"Female","Yes",13,NA,1983,NA,"None",NA,NA
"3119",32,"Female","Yes",11,10,1989,12,NA,"$17,500 TO $19,999","$15,000 TO $19,999"
"3120",36,"Male","Yes",16,12,1985,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3121",78,"Female","Yes",20,12,1943,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3122",62,"Female","Yes",20,13,1959,26,"None","$170,000 OR OVER",NA
"3123",60,"Female","Yes",16,12,1961,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"3124",60,"Female","Yes",15,12,1961,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3125",47,"Female","Yes",16,12,1974,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3126",60,"Male","Yes",12,12,1961,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3127",71,"Female","Yes",16,NA,1950,NA,"Three",NA,NA
"3128",68,"Female","Yes",13,9,1953,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"3129",NA,"Female","Yes",12,11,9999,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"3130",18,"Female","Yes",13,12,2003,20,"Three","$60,000 TO $74,999","$25,000 OR MORE"
"3131",46,"Female","Yes",14,12,1975,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3132",83,"Female","Yes",16,12,1938,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3133",75,"Male","Yes",16,12,1946,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3134",43,"Transgender","Yes",15,12,1978,20,NA,"$60,000 TO $74,999","$25,000 OR MORE"
"3135",NA,"Male","No",NA,NA,9999,NA,NA,NA,NA
"3136",65,"Female","Yes",14,13,1956,26,"Three","$170,000 OR OVER",NA
"3137",19,"Female","Yes",14,13,2002,26,"None","$170,000 OR OVER",NA
"3138",82,"Male","No",10,NA,1939,NA,NA,NA,NA
"3139",52,"Female","Yes",18,13,1969,26,"Two","$170,000 OR OVER",NA
"3140",25,"Male","Yes",17,12,1996,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3141",81,"Male","No",20,12,1940,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3142",57,"Female","Yes",12,11,1964,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"3143",52,"Female","Yes",14,12,1969,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3144",19,"Female","Yes",12,NA,2002,NA,"Four",NA,NA
"3145",58,"Male","Yes",12,5,1963,8,"None","$8,000 TO $9,999","$5,000 TO $5,999"
"3146",63,"Male","Yes",13,9,1958,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3147",26,"Male","Yes",16,12,1995,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3148",46,"Female","No",12,12,1975,19,"Two","$50,000 TO $59,999","$25,000 OR MORE"
"3149",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"3150",83,"Male","Yes",18,NA,1938,NA,NA,NA,NA
"3151",72,"Female","Yes",14,12,1949,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3152",44,"Female","Yes",16,NA,1977,NA,"Four",NA,NA
"3153",74,"Male","Yes",16,9,1947,10,"Four","$12,500 TO $14,999","$10,000 TO $14,999"
"3154",NA,"Female","Yes",18,12,9999,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"3155",68,"Female","Yes",12,12,1953,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"3156",47,"Female","No",16,12,1974,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"3157",30,"Female","Yes",16,12,1991,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3158",42,"Female","No",15,12,1979,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"3159",22,"Male","Yes",12,NA,1999,NA,NA,NA,NA
"3160",35,"Female","Yes",18,12,1986,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"3161",47,"Male","Yes",11,12,1974,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3162",NA,"Female","Yes",20,13,9999,26,"None","$170,000 OR OVER",NA
"3163",32,"Female","Yes",16,12,1989,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3164",NA,"Male","Yes",12,NA,9999,NA,"Two",NA,NA
"3165",29,"Male","Yes",20,12,1992,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"3166",67,"Female","Yes",14,12,1954,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3167",57,"Male","Yes",13,9,1964,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3168",51,"Male","Yes",12,12,1970,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3169",73,"Female","Yes",19,12,1948,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3170",44,"Male","Yes",20,13,1977,26,"None","$170,000 OR OVER",NA
"3171",45,"Female","Yes",16,12,1976,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3172",38,"Female","Yes",20,11,1983,14,"Four","$22,500 TO $24,999","$20,000 TO $24,999"
"3173",35,"Male","No",15,12,1986,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3174",22,"Female","Yes",11,12,1999,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3175",65,"Female","Yes",20,NA,1956,NA,"Two",NA,NA
"3176",30,"Male","No",14,10,1991,11,"Four","$15,000 TO $17,499","$15,000 TO $19,999"
"3177",56,"Female","Yes",13,NA,1965,NA,"None",NA,NA
"3178",NA,"Male","No",17,12,9999,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"3179",NA,"Male","No",16,12,9999,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"3180",NA,"Female","Yes",16,12,9999,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3181",60,"Female","Yes",18,12,1961,16,"One","$30,000 TO $34,999","$25,000 OR MORE"
"3182",57,"Male","Yes",18,12,1964,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3183",51,"Female","Yes",18,13,1970,26,"Two","$170,000 OR OVER",NA
"3184",54,"Male","No",14,12,1967,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"3185",61,"Male","Yes",12,12,1960,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"3186",26,"Female","Yes",16,9,1995,10,"Four","$12,500 TO $14,999","$10,000 TO $14,999"
"3187",51,"Male","Yes",16,12,1970,19,"Two","$50,000 TO $59,999","$25,000 OR MORE"
"3188",84,"Male","Yes",15,12,1937,19,"Three","$50,000 TO $59,999","$25,000 OR MORE"
"3189",46,"Female","Yes",12,12,1975,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"3190",65,"Female","Yes",13,13,1956,26,"None","$170,000 OR OVER",NA
"3191",79,"Female","Yes",12,NA,1942,NA,"None",NA,NA
"3192",51,"Male","Yes",12,12,1970,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3193",56,"Male","Yes",12,12,1965,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3194",56,"Female","Yes",17,12,1965,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3195",40,"Male","Yes",19,13,1981,26,"None","$170,000 OR OVER",NA
"3196",22,"Female","No",14,10,1999,12,NA,"$17,500 TO $19,999","$15,000 TO $19,999"
"3197",NA,NA,"Yes",13,NA,9999,NA,NA,NA,NA
"3198",23,"Male","Yes",12,12,1998,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"3199",54,"Female","Yes",20,13,1967,26,"None","$170,000 OR OVER",NA
"3200",26,"Male","Yes",15,NA,1995,NA,"Two",NA,NA
"3201",58,"Female","Yes",14,10,1963,20,"None","$60,000 TO $74,999","$15,000 TO $19,999"
"3202",53,"Female","Yes",18,13,1968,26,"None","$170,000 OR OVER",NA
"3203",36,"Male","Yes",14,12,1985,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3204",57,"Female","Yes",13,10,1964,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"3205",74,"Female","Yes",14,12,1947,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3206",89,"Female","Yes",20,12,1932,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3207",76,"Male","Yes",20,12,1945,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3208",79,"Male","Yes",16,13,1942,26,NA,"$170,000 OR OVER",NA
"3209",67,"Female","Yes",20,12,1954,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3210",38,"Male","Yes",15,12,1983,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3211",47,"Male","Yes",14,12,1974,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3212",59,"Female","Yes",8,7,1962,7,"None","$7,000 TO $7,999","$7,000 TO $7,999"
"3213",48,"Male","Yes",12,12,1973,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3214",72,"Male","Yes",14,12,1949,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3215",51,"Female","Yes",16,12,1970,17,"Four","$35,000 TO $39,999","$25,000 OR MORE"
"3216",59,"Female","Yes",14,12,1962,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"3217",51,"Male","Yes",20,13,1970,26,"None","$170,000 OR OVER",NA
"3218",33,"Female","No",12,12,1988,19,NA,"$50,000 TO $59,999","$25,000 OR MORE"
"3219",40,"Female","No",11,10,1981,11,"One","$15,000 TO $17,499","$15,000 TO $19,999"
"3220",37,"Female","No",11,12,1984,19,NA,"$50,000 TO $59,999","$25,000 OR MORE"
"3221",19,"Male","Yes",12,1,2002,1,NA,"$1,000 AND UNDER","$1,000 AND UNDER"
"3222",51,"Male","Yes",19,13,1970,26,"None","$170,000 OR OVER",NA
"3223",49,"Male","No",18,12,1972,23,NA,"$110,000 TO $129,999","$25,000 OR MORE"
"3224",73,"Female","Yes",16,13,1948,26,"None","$170,000 OR OVER",NA
"3225",74,"Female","Yes",17,12,1947,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3226",68,"Male","Yes",15,12,1953,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3227",63,"Female","Yes",16,12,1958,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3228",30,"Female","Yes",15,10,1991,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"3229",NA,"Female","Yes",12,12,9999,18,NA,"$40,000 TO $49,999","$25,000 OR MORE"
"3230",56,"Male","Yes",15,12,1965,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3231",76,"Female","Yes",17,13,1945,26,"None","$170,000 OR OVER",NA
"3232",80,"Female","Yes",13,9,1941,10,"One","$12,500 TO $14,999","$10,000 TO $14,999"
"3233",NA,"Male","No",18,12,9999,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3234",76,"Male","Yes",18,2,1945,6,"None","$6,000 TO $6,999","$1,000 TO $2,999"
"3235",41,"Female","Yes",14,NA,1980,NA,"None",NA,NA
"3236",31,"Male","Yes",18,12,1990,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"3237",84,"Male","Yes",16,12,1937,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3238",68,"Female","Yes",14,12,1953,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3239",30,"Female","Yes",16,12,1991,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3240",31,"Female","Yes",12,NA,1990,NA,"None",NA,NA
"3241",54,"Male","Yes",14,13,1967,26,"None","$170,000 OR OVER",NA
"3242",78,"Female","Yes",16,NA,1943,NA,"None",NA,NA
"3243",68,"Male","Yes",20,12,1953,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3244",47,"Male","No",12,13,1974,26,"Two","$170,000 OR OVER",NA
"3245",41,"Female","No",17,12,1980,15,"Four","$25,000 TO $29,999","$25,000 OR MORE"
"3246",65,"Male","No",16,12,1956,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"3247",31,"Female","Yes",14,2,1990,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"3248",NA,"Male","Yes",14,12,9999,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3249",NA,"Female","No",16,NA,9999,NA,"Four",NA,NA
"3250",21,"Male","Yes",12,12,2000,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"3251",44,"Female","No",18,NA,1977,NA,"Four",NA,NA
"3252",54,"Female","Yes",14,12,1967,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3253",46,"Male","Yes",16,12,1975,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3254",67,"Male","Yes",13,12,1954,20,NA,"$60,000 TO $74,999","$25,000 OR MORE"
"3255",50,"Female","Yes",16,12,1971,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3256",58,"Female","Yes",16,12,1963,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3257",43,"Female","Yes",12,12,1978,21,"Three","$75,000 TO $89,999","$25,000 OR MORE"
"3258",56,"Male","Yes",16,13,1965,26,"None","$170,000 OR OVER",NA
"3259",53,"Male","Yes",13,9,1968,10,"Two","$12,500 TO $14,999","$10,000 TO $14,999"
"3260",29,"Female","Yes",17,10,1992,12,NA,"$17,500 TO $19,999","$15,000 TO $19,999"
"3261",52,"Male","Yes",12,10,1969,11,"Two","$15,000 TO $17,499","$15,000 TO $19,999"
"3262",73,"Male","No",16,12,1948,22,NA,"$90,000 TO $109,999","$25,000 OR MORE"
"3263",61,"Male","No",20,12,1960,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"3264",44,"Male","Yes",13,12,1977,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3265",46,"Female","Yes",14,12,1975,18,NA,"$40,000 TO $49,999","$25,000 OR MORE"
"3266",24,"Male","Yes",15,NA,1997,NA,"None",NA,NA
"3267",35,"Female","Yes",16,11,1986,15,"None","$25,000 TO $29,999","$20,000 TO $24,999"
"3268",53,"Female","Yes",11,9,1968,9,NA,"$10,000 TO $12,499","$10,000 TO $14,999"
"3269",55,"Female","Yes",16,13,1966,26,"None","$170,000 OR OVER",NA
"3270",47,"Female","Yes",15,10,1974,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"3271",63,"Female","Yes",16,12,1958,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"3272",27,"Female","Yes",13,12,1994,15,NA,"$25,000 TO $29,999","$25,000 OR MORE"
"3273",47,"Female","Yes",13,9,1974,9,"Two","$10,000 TO $12,499","$10,000 TO $14,999"
"3274",80,"Male","Yes",14,12,1941,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3275",68,"Female","No",16,13,1953,26,"Two","$170,000 OR OVER",NA
"3276",59,"Female","Yes",18,12,1962,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3277",67,"Female","Yes",12,3,1954,3,"None","$3,000 TO $3,999","$3,000 TO $3,999"
"3278",34,"Male","Yes",18,12,1987,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3279",66,"Female","Yes",18,12,1955,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3280",26,NA,"Yes",13,12,1995,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3281",24,"Male","Yes",NA,1,1997,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"3282",69,"Female","No",3,1,1952,1,"Four","$1,000 AND UNDER","$1,000 AND UNDER"
"3283",NA,"Female","No",12,NA,9999,NA,NA,NA,NA
"3284",NA,"Female","Yes",18,NA,9999,NA,NA,NA,NA
"3285",65,"Male","Yes",16,12,1956,25,"Three","$150,000 TO $169,999","$25,000 OR MORE"
"3286",53,"Male","Yes",12,12,1968,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"3287",55,"Female","Yes",14,12,1966,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"3288",72,"Female","Yes",16,12,1949,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3289",68,"Female","Yes",12,12,1953,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"3290",44,"Male","Yes",16,13,1977,26,"None","$170,000 OR OVER",NA
"3291",28,"Female","Yes",17,12,1993,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3292",43,"Female","Yes",12,12,1978,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"3293",29,"Female","Yes",14,NA,1992,NA,"None",NA,NA
"3294",31,"Male","Yes",17,12,1990,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3295",54,"Female","Yes",13,12,1967,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3296",61,"Male","Yes",16,13,1960,26,"None","$170,000 OR OVER",NA
"3297",69,"Male","Yes",12,12,1952,19,"Three","$50,000 TO $59,999","$25,000 OR MORE"
"3298",39,"Male","No",16,13,1982,26,"Four","$170,000 OR OVER",NA
"3299",39,"Male","Yes",16,1,1982,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"3300",59,"Male","Yes",16,12,1962,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3301",66,"Female","Yes",16,12,1955,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3302",51,"Female","Yes",18,12,1970,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3303",32,"Female","Yes",13,NA,1989,NA,"None",NA,NA
"3304",59,"Female","Yes",14,12,1962,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3305",81,"Female","Yes",12,12,1940,17,"One","$35,000 TO $39,999","$25,000 OR MORE"
"3306",67,"Male","Yes",18,13,1954,26,"None","$170,000 OR OVER",NA
"3307",NA,"Female","No",16,NA,9999,NA,"Four",NA,NA
"3308",29,"Male","Yes",13,12,1992,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3309",72,"Female","Yes",14,10,1949,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"3310",50,"Female","Yes",16,12,1971,17,"Four","$35,000 TO $39,999","$25,000 OR MORE"
"3311",35,"Male","Yes",12,11,1986,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"3312",63,"Male","Yes",16,13,1958,26,"None","$170,000 OR OVER",NA
"3313",NA,NA,"Yes",18,12,9999,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"3314",NA,"Male","Yes",16,12,9999,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3315",61,"Male","Yes",12,12,1960,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"3316",69,"Female","Yes",14,10,1952,11,NA,"$15,000 TO $17,499","$15,000 TO $19,999"
"3317",47,"Female","Yes",16,12,1974,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"3318",46,"Female","Yes",12,12,1975,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"3319",74,"Male","Yes",16,12,1947,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3320",63,"Male","Yes",14,5,1958,5,"None","$5,000 TO $5,999","$5,000 TO $5,999"
"3321",34,"Female","Yes",15,12,1987,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3322",77,"Male","Yes",8,NA,1944,NA,"None",NA,NA
"3323",NA,"Female","Yes",18,NA,9999,NA,"None",NA,NA
"3324",30,"Male","Yes",15,12,1991,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
